query_id,subject_id,dN,dS,dNdS
lcl|NC_000019.10_cds_NP_001284478.1_98423,lcl|NC_000074.6_cds_XP_006509668.1_35901,0.006364,0.5876,0.01083
lcl|NC_000019.10_cds_NP_001284484.1_97029,lcl|NC_000074.6_cds_NP_001157644.1_34498,0.006489,0.4343,0.01494
lcl|NC_000019.10_cds_NP_001284524.1_98117,lcl|NC_000074.6_cds_NP_033214.2_36210,0.04146,0.6976,0.05943
lcl|NC_000019.10_cds_NP_001285.1_100558,lcl|NC_000073.6_cds_NP_062623.2_28955,0.02231,0.4615,0.04834
lcl|NC_000019.10_cds_NP_001287741.1_96079,lcl|NC_000076.6_cds_XP_006514036.1_44143,0.0717,0.4131,0.1736
lcl|NC_000019.10_cds_NP_001287758.1_96201,lcl|NC_000076.6_cds_XP_006513228.1_44262,0.04937,0.6304,0.07831
lcl|NC_000019.10_cds_NP_001287775.1_96449,lcl|NC_000076.6_cds_XP_011241738.1_44558,0.04192,0.684,0.06128
lcl|NC_000019.10_cds_NP_001287791.1_96601,lcl|NC_000083.6_cds_NP_080806.4_68282,0.07671,0.6465,0.1187
lcl|NC_000019.10_cds_NP_001287816.1_97367,lcl|NC_000075.6_cds_NP_001103770.1_38477,0.01618,0.7529,0.02149
lcl|NC_000019.10_cds_NP_001287880.1_98671,lcl|NC_000068.7_cds_XP_017174659.1_10694,0.3728,1.247,0.299
lcl|NC_000019.10_cds_NP_001287945.1_99930,lcl|NC_000073.6_cds_NP_659171.1_29332,0.0221,0.4645,0.04758
lcl|NC_000019.10_cds_NP_001287949.1_96384,lcl|NC_000076.6_cds_NP_001287963.1_44405,0.08161,0.4197,0.1945
lcl|NC_000019.10_cds_NP_001287988.1_100870,lcl|NC_000073.6_cds_XP_006539666.1_28660,0.05131,0.479,0.1071
lcl|NC_000019.10_cds_NP_001289562.1_99226,lcl|NC_000073.6_cds_XP_011248722.1_29786,0.02586,0.4168,0.06204
lcl|NC_000019.10_cds_NP_001289620.1_100551,lcl|NC_000073.6_cds_NP_033826.2_28963,0.1706,0.5397,0.316
lcl|NC_000019.10_cds_NP_001290.2_97527,lcl|NC_000075.6_cds_NP_034052.3_38638,0.01093,0.5492,0.0199
lcl|NC_000019.10_cds_NP_001290467.1_101010,lcl|NC_000073.6_cds_XP_006541251.1_30783,0.09205,0.4668,0.1972
lcl|NC_000019.10_cds_NP_001291276.1_97287,lcl|NC_000075.6_cds_XP_006510356.1_38418,0.01372,0.5234,0.02622
lcl|NC_000019.10_cds_NP_001295138.1_96084,lcl|NC_000076.6_cds_XP_011241886.1_44151,0.2079,0.9285,0.2239
lcl|NC_000019.10_cds_NP_001305659.1_97313,lcl|NC_000075.6_cds_NP_034196.5_38431,0.1364,0.7443,0.1833
lcl|NC_000019.10_cds_NP_001306920.1_99710,lcl|NC_000073.6_cds_XP_006539765.1_29507,0.01028,0.5296,0.01941
lcl|NC_000019.10_cds_NP_001307500.1_96723,lcl|NC_000083.6_cds_XP_017172934.1_68367,0.07642,0.6759,0.1131
lcl|NC_000019.10_cds_NP_001307501.1_96719,lcl|NC_000083.6_cds_NP_001156772.1_68366,0.07246,0.7155,0.1013
lcl|NC_000019.10_cds_NP_001307600.1_99466,lcl|NC_000073.6_cds_XP_017177625.1_29729,0.0865,0.9781,0.08844
lcl|NC_000019.10_cds_NP_001307899.1_100934,lcl|NC_000073.6_cds_NP_034845.2_28591,0.08816,0.5685,0.1551
lcl|NC_000019.10_cds_NP_001307987.1_96568,lcl|NC_000076.6_cds_XP_006513926.1_44574,0.09015,0.6151,0.1466
lcl|NC_000019.10_cds_NP_001307989.1_96571,lcl|NC_000076.6_cds_XP_011241809.1_44575,0.03469,0.6115,0.05673
lcl|NC_000019.10_cds_NP_001308161.1_96162,lcl|NC_000076.6_cds_XP_006514171.1_44213,0.09814,0.8331,0.1178
lcl|NC_000019.10_cds_NP_001308392.1_96461,lcl|NC_000076.6_cds_XP_017169251.1_44527,0.03943,0.5423,0.07272
lcl|NC_000019.10_cds_NP_001308413.1_100072,lcl|NC_000073.6_cds_XP_006539744.1_29218,0.004672,0.2585,0.01807
lcl|NC_000019.10_cds_NP_001308848.1_99245,lcl|NC_000073.6_cds_NP_001240314.1_29769,0.1785,0.5516,0.3236
lcl|NC_000019.10_cds_NP_001310.3_96344,lcl|NC_000076.6_cds_XP_006513074.1_44355,0.02489,0.4669,0.0533
lcl|NC_000019.10_cds_NP_001316462.1_96336,lcl|NC_000076.6_cds_NP_001094076.1_44350,0.1087,0.7108,0.1529
lcl|NC_000019.10_cds_NP_001316485.1_96265,lcl|NC_000076.6_cds_NP_647453.1_44304,0.1521,0.6569,0.2316
lcl|NC_000019.10_cds_NP_001316563.1_100677,lcl|NC_000073.6_cds_XP_006540000.1_28875,0.04761,0.7379,0.06452
lcl|NC_000019.10_cds_NP_001316806.1_101079,lcl|NC_000073.6_cds_XP_006540679.1_30701,0.1495,0.84,0.178
lcl|NC_000019.10_cds_NP_001316855.1_100763,lcl|NC_000083.6_cds_XP_006523602.1_69130,0,2.078,0
lcl|NC_000019.10_cds_NP_001317101.1_98309,lcl|NC_000074.6_cds_XP_011240550.1_35964,0.123,0.7839,0.1569
lcl|NC_000019.10_cds_NP_001317448.1_100097,lcl|NC_000073.6_cds_XP_006539913.1_29238,0.04775,0.4915,0.09716
lcl|NC_000019.10_cds_NP_001332772.1_97792,lcl|NC_000074.6_cds_NP_083321.2_36489,0.4337,0.8063,0.5379
lcl|NC_000019.10_cds_NP_001332775.1_97795,lcl|NC_000074.6_cds_NP_001157224.1_36490,0.5274,0.9207,0.5729
lcl|NC_000019.10_cds_NP_001333866.1_99666,lcl|NC_000073.6_cds_NP_001019844.2_29534,0.2351,0.5015,0.4688
lcl|NC_000019.10_cds_NP_001338962.1_96222,lcl|NC_000076.6_cds_NP_001116077.1_44277,0.006854,0.5732,0.01196
lcl|NC_000019.10_cds_NP_001338963.1_96221,lcl|NC_000076.6_cds_NP_001116076.1_44276,0.00685,0.5753,0.01191
lcl|NC_000019.10_cds_NP_001338981.1_100643,lcl|NC_000073.6_cds_XP_011249015.1_28885,0.02751,0.4707,0.05845
lcl|NC_000019.10_cds_NP_001338982.1_100647,lcl|NC_000073.6_cds_XP_011249017.1_28887,0.02231,0.484,0.0461
lcl|NC_000019.10_cds_NP_001340736.1_99896,lcl|NC_000073.6_cds_XP_017177823.1_29392,0.1211,0.5376,0.2252
lcl|NC_000019.10_cds_NP_001341587.1_102440,lcl|NC_000073.6_cds_NP_001170887.1_28349,0.1923,0.5522,0.3483
lcl|NC_000019.10_cds_NP_001343.2_101049,lcl|NC_000073.6_cds_NP_058670.2_30732,0.04166,0.561,0.07426
lcl|NC_000019.10_cds_NP_001346560.1_98507,lcl|NC_000074.6_cds_XP_017168209.1_35837,0.06095,0.6101,0.09991
lcl|NC_000019.10_cds_NP_001366.1_97704,lcl|NC_000074.6_cds_NP_034192.1_36580,0.1808,0.5205,0.3475
lcl|NC_000019.10_cds_NP_001396.2_96207,lcl|NC_000076.6_cds_NP_031935.3_44264,0.05021,0.519,0.09675
lcl|NC_000019.10_cds_NP_001410.2_97041,lcl|NC_000074.6_cds_XP_006508761.1_34508,0.006828,0.4286,0.01593
lcl|NC_000019.10_cds_NP_001411.2_97519,lcl|NC_000075.6_cds_NP_034617.1_38627,0.003388,0.3983,0.008506
lcl|NC_000019.10_cds_NP_001450.2_101250,lcl|NC_000073.6_cds_NP_038548.3_30577,0.2208,0.8928,0.2473
lcl|NC_000019.10_cds_NP_001483.3_98426,lcl|NC_000074.6_cds_NP_032133.2_35897,0.1749,0.7125,0.2455
lcl|NC_000019.10_cds_NP_001527.3_101315,lcl|NC_000073.6_cds_NP_062804.1_30537,0.001193,0.3947,0.003021
lcl|NC_000019.10_cds_NP_001535.1_97323,lcl|NC_000075.6_cds_NP_076381.1_38444,0.2048,0.7064,0.2899
lcl|NC_000019.10_cds_NP_001636.1_100554,lcl|NC_000073.6_cds_NP_031495.1_28962,0.2296,0.8102,0.2834
lcl|NC_000019.10_cds_NP_001637.1_100555,lcl|NC_000073.6_cds_NP_031411.1_28960,0.2793,0.6665,0.419
lcl|NC_000019.10_cds_NP_001678.1_96191,lcl|NC_000076.6_cds_XP_017169541.1_44251,0.07907,0.773,0.1023
lcl|NC_000019.10_cds_NP_001690.2_99924,lcl|NC_000073.6_cds_XP_006540054.1_29340,0.06369,0.4843,0.1315
lcl|NC_000019.10_cds_NP_001703.2_100196,lcl|NC_000073.6_cds_NP_001034274.1_29301,0.3095,0.4894,0.6325
lcl|NC_000019.10_cds_NP_001727.1_100855,lcl|NC_000073.6_cds_NP_031603.2_28688,0.2045,0.7389,0.2768
lcl|NC_000019.10_cds_NP_001740.1_99219,lcl|NC_000073.6_cds_XP_006539551.1_29784,0.02687,0.4951,0.05427
lcl|NC_000019.10_cds_NP_001762.2_99007,lcl|NC_000073.6_cds_XP_006539555.1_29905,0.2867,0.7742,0.3704
lcl|NC_000019.10_cds_NP_001765.1_101179,lcl|NC_000073.6_cds_NP_031671.1_30608,0.1099,0.5163,0.2128
lcl|NC_000019.10_cds_NP_001774.1_100075,lcl|NC_000073.6_cds_NP_031681.2_29219,0.2145,0.6465,0.3318
lcl|NC_000019.10_cds_NP_001775.2_97867,lcl|NC_000074.6_cds_NP_001156503.1_36441,0.2687,0.7292,0.3685
lcl|NC_000019.10_cds_NP_001854.1_99089,lcl|NC_000073.6_cds_NP_079904.1_29863,0.07957,0.5114,0.1556
lcl|NC_000019.10_cds_NP_001855.1_99227,lcl|NC_000073.6_cds_NP_034074.1_29782,0.1888,0.9107,0.2073
lcl|NC_000019.10_cds_NP_001952.1_96546,lcl|NC_000076.6_cds_NP_031933.1_44461,0.004862,0.674,0.007213
lcl|NC_000019.10_cds_NP_001976.1_101601,lcl|NC_000073.6_cds_NP_080971.2_30235,0.03893,0.4496,0.08659
lcl|NC_000019.10_cds_NP_002020.1_101667,lcl|NC_000083.6_cds_NP_038549.1_66002,0.1328,0.7321,0.1814
lcl|NC_000019.10_cds_NP_002058.2_96457,lcl|NC_000076.6_cds_NP_034431.1_44533,0.01191,0.6546,0.01819
lcl|NC_000019.10_cds_NP_002059.3_96458,lcl|NC_000076.6_cds_NP_034434.1_44531,0.07853,0.8971,0.08754
lcl|NC_000019.10_cds_NP_002076.2_96172,lcl|NC_000076.6_cds_NP_032188.3_44218,0.03632,0.6278,0.05785
lcl|NC_000019.10_cds_NP_002087.2_96828,lcl|NC_000083.6_cds_NP_598562.1_68432,0.03518,0.7244,0.04856
lcl|NC_000019.10_cds_NP_002094.2_101127,lcl|NC_000073.6_cds_NP_109603.2_30648,0.01732,0.6137,0.02822
lcl|NC_000019.10_cds_NP_002143.1_101161,lcl|NC_000073.6_cds_NP_034603.2_30624,0.2473,0.7071,0.3498
lcl|NC_000019.10_cds_NP_002220.1_97681,lcl|NC_000074.6_cds_NP_032442.1_36592,0.03098,0.3888,0.0797
lcl|NC_000019.10_cds_NP_002239.2_98261,lcl|NC_000074.6_cds_XP_006509871.1_36007,0.09147,0.6402,0.1429
lcl|NC_000019.10_cds_NP_002241.1_100321,lcl|NC_000073.6_cds_XP_006539626.1_29156,0.07532,0.4035,0.1867
lcl|NC_000019.10_cds_NP_002248.1_101502,lcl|NC_000073.6_cds_NP_034769.4_30329,0.2293,0.6595,0.3476
lcl|NC_000019.10_cds_NP_002278.2_102101,lcl|NC_000073.6_cds_XP_006540239.1_28127,0.4554,0.9246,0.4926
lcl|NC_000019.10_cds_NP_002324.2_98817,lcl|NC_000073.6_cds_XP_006540228.1_30058,0.0403,0.5529,0.07289
lcl|NC_000019.10_cds_NP_002352.1_99004,lcl|NC_000073.6_cds_XP_017177496.1_29911,0.02958,0.5174,0.05717
lcl|NC_000019.10_cds_NP_002369.2_96530,lcl|NC_000076.6_cds_XP_011241678.1_44472,0.06479,0.6996,0.09262
lcl|NC_000019.10_cds_NP_002437.2_99775,lcl|NC_000073.6_cds_NP_001277457.1_29458,0.0352,0.4585,0.07677
lcl|NC_000019.10_cds_NP_002492.2_97727,lcl|NC_000074.6_cds_NP_001075451.1_36559,9.264e-4,0.1941,0.004774
lcl|NC_000019.10_cds_NP_002507.1_100706,lcl|NC_000073.6_cds_NP_001025048.2_28833,0.006028,0.4233,0.01424
lcl|NC_000019.10_cds_NP_002508.2_100818,lcl|NC_000073.6_cds_XP_017177510.1_28725,0.07134,0.5586,0.1277
lcl|NC_000019.10_cds_NP_002564.1_100166,lcl|NC_000073.6_cds_XP_017177516.1_29283,0.02229,0.4876,0.04571
lcl|NC_000019.10_cds_NP_002570.2_96086,lcl|NC_000076.6_cds_NP_075617.3_44154,0.1059,0.7385,0.1434
lcl|NC_000019.10_cds_NP_002650.1_100295,lcl|NC_000073.6_cds_XP_006539703.1_29165,0.2876,0.7846,0.3666
lcl|NC_000019.10_cds_NP_002686.2_96166,lcl|NC_000076.6_cds_NP_079830.2_44217,0.007795,0.5946,0.01311
lcl|NC_000019.10_cds_NP_002689.1_100120,lcl|NC_000073.6_cds_NP_001157028.1_29259,0.00751,0.183,0.04105
lcl|NC_000019.10_cds_NP_002721.1_97846,lcl|NC_000074.6_cds_NP_032880.1_36463,0.00841,0.3863,0.02177
lcl|NC_000019.10_cds_NP_002730.1_101999,lcl|NW_004058052.1_cds_NP_035232.1_76866,0.004465,0.5163,0.008647
lcl|NC_000019.10_cds_NP_002732.3_97875,lcl|NC_000074.6_cds_NP_796236.2_36433,0.04378,0.5919,0.07396
lcl|NC_000019.10_cds_NP_002765.1_101529,lcl|NC_000073.6_cds_NP_035307.2_30296,0.1946,0.6904,0.2819
lcl|NC_000019.10_cds_NP_002803.2_99549,lcl|NC_000073.6_cds_NP_080821.3_29653,0.04592,0.5791,0.07929
lcl|NC_000019.10_cds_NP_002810.1_96094,lcl|NC_000076.6_cds_NP_001070831.1_44165,0.01428,0.744,0.01919
lcl|NC_000019.10_cds_NP_002847.1_100542,lcl|NC_000073.6_cds_NP_001153196.1_28970,0.1721,0.5137,0.3351
lcl|NC_000019.10_cds_NP_002902.2_98425,lcl|NC_000074.6_cds_NP_109605.2_35898,0.006449,0.5945,0.01085
lcl|NC_000019.10_cds_NP_002909.4_97828,lcl|NC_000074.6_cds_NP_033081.3_36477,0.03493,0.4635,0.07537
lcl|NC_000019.10_cds_NP_002966.1_101489,lcl|NC_000073.6_cds_NP_033157.1_30360,0.08835,0.5956,0.1483
lcl|NC_000019.10_cds_NP_003000.1_100910,lcl|NC_000073.6_cds_NP_033182.1_28633,0.07495,0.3918,0.1913
lcl|NC_000019.10_cds_NP_003016.1_96607,lcl|NC_000083.6_cds_NP_038692.1_68283,0.02853,0.5748,0.04964
lcl|NC_000019.10_cds_NP_003063.2_97423,lcl|NC_000075.6_cds_XP_017168721.1_38559,0.00315,0.555,0.005677
lcl|NC_000019.10_cds_NP_003074.1_97038,lcl|NC_000074.6_cds_NP_598729.1_34503,0.2237,0.6605,0.3387
lcl|NC_000019.10_cds_NP_003080.2_101150,lcl|NC_000073.6_cds_XP_006540795.1_30631,0.007931,0.7078,0.0112
lcl|NC_000019.10_cds_NP_003112.2_101453,lcl|NC_000073.6_cds_NP_063919.1_30416,0.09603,0.5046,0.1903
lcl|NC_000019.10_cds_NP_003158.2_100913,lcl|NC_000073.6_cds_NP_001095056.2_28611,0.2581,0.7341,0.3516
lcl|NC_000019.10_cds_NP_003160.2_99707,lcl|NC_000073.6_cds_NP_038704.1_29509,0.01024,0.5276,0.0194
lcl|NC_000019.10_cds_NP_003240.1_96416,lcl|NC_000076.6_cds_NP_073144.3_44449,0.06317,0.7187,0.0879
lcl|NC_000019.10_cds_NP_003281.1_98058,lcl|NC_000074.6_cds_NP_001001491.1_36163,0.0186,0.4596,0.04047
lcl|NC_000019.10_cds_NP_003314.2_101102,lcl|NC_000073.6_cds_XP_006541082.2_30663,0.3082,0.7255,0.4247
lcl|NC_000019.10_cds_NP_003324.1_98392,lcl|NC_000074.6_cds_NP_063936.1_35926,0.00155,0.5083,0.003049
lcl|NC_000019.10_cds_NP_003358.1_98995,lcl|NC_000073.6_cds_NP_035810.1_29923,0.009697,0.291,0.03332
lcl|NC_000019.10_cds_NP_003398.2_99693,lcl|NC_000073.6_cds_NP_035886.1_29520,0.07336,0.4634,0.1583
lcl|NC_000019.10_cds_NP_003589.1_101189,lcl|NC_000073.6_cds_XP_006540840.1_30602,0.03266,0.6122,0.05335
lcl|NC_000019.10_cds_NP_003651.1_101159,lcl|NC_000073.6_cds_XP_011249214.1_30628,0.01054,0.4823,0.02185
lcl|NC_000019.10_cds_NP_003703.1_96031,lcl|NC_000076.6_cds_NP_056632.2_44106,0.0563,0.6222,0.09048
lcl|NC_000019.10_cds_NP_003746.2_97311,lcl|NC_000075.6_cds_NP_058572.2_38429,0.007237,0.5833,0.01241
lcl|NC_000019.10_cds_NP_003766.1_96459,lcl|NC_000076.6_cds_NP_034232.1_44529,0.1156,0.6167,0.1874
lcl|NC_000019.10_cds_NP_003787.2_98734,lcl|NC_000073.6_cds_NP_035404.4_30122,0.1384,0.5368,0.2578
lcl|NC_000019.10_cds_NP_003802.1_96879,lcl|NC_000083.6_cds_NP_033430.1_68454,0.5566,1.491,0.3733
lcl|NC_000019.10_cds_NP_003818.2_100888,lcl|NC_000073.6_cds_NP_080174.1_28648,0.009435,0.4495,0.02099
lcl|NC_000019.10_cds_NP_003941.2_98120,lcl|NC_000074.6_cds_NP_032001.2_36213,0.1507,0.6897,0.2184
lcl|NC_000019.10_cds_NP_003960.1_102771,lcl|NC_000073.6_cds_NP_663553.1_28573,0,0.2768,0
lcl|NC_000019.10_cds_NP_004060.2_100810,lcl|NC_000073.6_cds_NP_941015.2_28733,0,0.4227,0
lcl|NC_000019.10_cds_NP_004098.1_101261,lcl|NC_000073.6_cds_NP_034319.2_30565,0.2178,1.034,0.2105
lcl|NC_000019.10_cds_NP_004136.2_98136,lcl|NC_000074.6_cds_NP_001135794.1_36041,0.0875,0.6966,0.1256
lcl|NC_000019.10_cds_NP_004137.2_97907,lcl|NC_000074.6_cds_NP_080119.1_36425,0.1064,0.5393,0.1974
lcl|NC_000019.10_cds_NP_004149.1_96827,lcl|NC_000083.6_cds_NP_032980.2_68431,0.2481,0.6843,0.3626
lcl|NC_000019.10_cds_NP_004209.2_97082,lcl|NT_187027.1_cds_NP_033023.1_78446,0.005487,0.3734,0.01469
lcl|NC_000019.10_cds_NP_004219.3_101024,lcl|NC_000073.6_cds_NP_001106171.1_30758,0.002976,0.4468,0.00666
lcl|NC_000019.10_cds_NP_004221.3_97316,lcl|NC_000075.6_cds_XP_006510082.1_38438,0.05439,0.6615,0.08223
lcl|NC_000019.10_cds_NP_004231.1_96898,lcl|NC_000083.6_cds_NP_001229320.1_68470,0.03803,0.8318,0.04572
lcl|NC_000019.10_cds_NP_004274.1_97465,lcl|NC_000075.6_cds_XP_011240725.1_38590,0.02627,0.662,0.03968
lcl|NC_000019.10_cds_NP_004308.2_97665,lcl|NC_000074.6_cds_NP_062626.1_36608,0.001221,0.5154,0.00237
lcl|NC_000019.10_cds_NP_004315.1_101119,lcl|NC_000073.6_cds_XP_006540647.1_30652,0.06876,0.4779,0.1439
lcl|NC_000019.10_cds_NP_004326.1_98170,lcl|NC_000074.6_cds_NP_932763.1_36097,0.4936,2.213,0.2231
lcl|NC_000019.10_cds_NP_004334.1_97719,lcl|NC_000074.6_cds_NP_031617.1_36571,0.02375,0.6391,0.03716
lcl|NC_000019.10_cds_NP_004350.1_96065,lcl|NC_000076.6_cds_XP_017169377.1_44129,0.001711,0.4243,0.004032
lcl|NC_000019.10_cds_NP_004355.2_98825,lcl|NC_000073.6_cds_NP_031704.2_30048,0.02005,0.2686,0.07464
lcl|NC_000019.10_cds_NP_004359.1_96137,lcl|NC_000076.6_cds_NP_031751.1_44203,0.02269,0.5019,0.04521
lcl|NC_000019.10_cds_NP_004377.2_98484,lcl|NC_000074.6_cds_NP_031815.2_35854,0.1945,0.7906,0.246
lcl|NC_000019.10_cds_NP_004400.4_100690,lcl|NC_000073.6_cds_NP_115794.1_28852,0.07449,0.3712,0.2007
lcl|NC_000019.10_cds_NP_004452.1_97717,lcl|NC_000074.6_cds_NP_079924.2_36572,0.04637,0.6115,0.07583
lcl|NC_000019.10_cds_NP_004482.4_100816,lcl|NC_000073.6_cds_XP_011248814.1_28729,0.0113,0.4886,0.02313
lcl|NC_000019.10_cds_NP_004488.2_100699,lcl|NC_000073.6_cds_NP_032286.1_28838,0.0544,0.5634,0.09655
lcl|NC_000019.10_cds_NP_004524.3_101457,lcl|NC_000073.6_cds_NP_666301.2_30414,0.03996,0.6477,0.06169
lcl|NC_000019.10_cds_NP_004587.1_99901,lcl|NC_000073.6_cds_NP_056597.3_29383,0.0134,0.5713,0.02346
lcl|NC_000019.10_cds_NP_004588.1_100671,lcl|NC_000073.6_cds_NP_081219.1_28877,0,0.4604,0
lcl|NC_000019.10_cds_NP_004596.2_101031,lcl|NC_000073.6_cds_XP_006541063.1_30742,0.1726,0.9123,0.1892
lcl|NC_000019.10_cds_NP_004637.1_99144,lcl|NC_000073.6_cds_NP_062332.2_29825,0.09802,0.5258,0.1864
lcl|NC_000019.10_cds_NP_004697.2_100078,lcl|NC_000073.6_cds_NP_001123625.1_29225,0.06314,0.466,0.1355
lcl|NC_000019.10_cds_NP_004699.1_98777,lcl|NC_000073.6_cds_NP_062720.1_30094,0.02268,0.2756,0.08229
lcl|NC_000019.10_cds_NP_004741.1_98399,lcl|NC_000074.6_cds_NP_061297.1_35923,0.02717,0.53,0.05126
lcl|NC_000019.10_cds_NP_004784.2_96748,lcl|NC_000083.6_cds_NP_083058.2_68371,0.06463,0.7257,0.08906
lcl|NC_000019.10_cds_NP_004814.1_99528,lcl|NC_000073.6_cds_NP_001028697.2_29677,0.08843,0.4636,0.1907
lcl|NC_000019.10_cds_NP_004822.2_98101,lcl|NC_000074.6_cds_NP_081761.2_36193,0.07565,0.573,0.132
lcl|NC_000019.10_cds_NP_004834.1_97837,lcl|NC_000074.6_cds_NP_057880.2_36471,0.2493,0.708,0.3521
lcl|NC_000019.10_cds_NP_004868.1_99673,lcl|NC_000073.6_cds_NP_071307.1_29524,0.02736,0.5394,0.05073
lcl|NC_000019.10_cds_NP_004877.1_96526,lcl|NC_000076.6_cds_XP_006513969.1_44485,0.1475,0.871,0.1694
lcl|NC_000019.10_cds_NP_004898.2_97759,lcl|NC_000074.6_cds_NP_034629.3_36532,0.1277,0.7034,0.1816
lcl|NC_000019.10_cds_NP_004908.4_101519,lcl|NC_000073.6_cds_NP_064312.1_30304,0.2196,0.7518,0.2921
lcl|NC_000019.10_cds_NP_004934.1_100693,lcl|NC_000073.6_cds_NP_034188.2_28846,0.03906,0.5338,0.07317
lcl|NC_000019.10_cds_NP_004936.2_97390,lcl|NC_000075.6_cds_NP_031897.2_38530,0.009282,0.533,0.01741
lcl|NC_000019.10_cds_NP_004968.2_101440,lcl|NC_000073.6_cds_XP_017177485.1_30445,0.02289,0.4739,0.0483
lcl|NC_000019.10_cds_NP_004992.2_97072,lcl|NT_187027.1_cds_NP_075691.1_78450,0.05375,0.6433,0.08355
lcl|NC_000019.10_cds_NP_005018.1_98304,lcl|NW_016097320.1_cds_NP_032867.2_76891,0.05972,0.6373,0.09371
lcl|NC_000019.10_cds_NP_005026.3_96077,lcl|NC_000076.6_cds_NP_766139.2_44141,0.2197,0.7629,0.288
lcl|NC_000019.10_cds_NP_005044.1_97720,lcl|NC_000074.6_cds_NP_001284535.1_36568,0.02808,0.4358,0.06443
lcl|NC_000019.10_cds_NP_005082.1_100715,lcl|NC_000073.6_cds_NP_033428.1_28826,0.1815,0.7943,0.2285
lcl|NC_000019.10_cds_NP_005157.1_99154,lcl|NC_000073.6_cds_NP_031493.2_29821,0.05458,0.4409,0.1238
lcl|NC_000019.10_cds_NP_005175.2_100758,lcl|NC_000083.6_cds_NP_031615.1_69129,0,1.669,0
lcl|NC_000019.10_cds_NP_005225.2_98144,lcl|NC_000074.6_cds_NP_034280.2_36062,0.02328,0.522,0.0446
lcl|NC_000019.10_cds_NP_005294.1_99012,lcl|NC_000073.6_cds_NP_918946.2_29901,0.107,0.7422,0.1442
lcl|NC_000019.10_cds_NP_005295.1_99014,lcl|NC_000073.6_cds_NP_001028488.1_29900,0.1539,0.7126,0.216
lcl|NC_000019.10_cds_NP_005308.1_96068,lcl|NC_000076.6_cds_NP_001289414.1_44134,0.2246,0.6783,0.3311
lcl|NC_000019.10_cds_NP_005345.3_98321,lcl|NW_016097320.1_cds_NP_034722.1_76881,0.05748,0.6258,0.09186
lcl|NC_000019.10_cds_NP_005348.2_100186,lcl|NC_000073.6_cds_XP_006539633.2_29294,0.1561,0.5704,0.2736
lcl|NC_000019.10_cds_NP_005361.2_98064,lcl|NC_000074.6_cds_NP_075615.2_36164,0.01661,0.3201,0.0519
lcl|NC_000019.10_cds_NP_005419.2_96909,lcl|NC_000083.6_cds_NP_035821.3_68473,0.03682,0.6831,0.053900000000000003
lcl|NC_000019.10_cds_NP_005472.2_96111,lcl|NC_000076.6_cds_NP_001156748.1_44175,0.04807,0.6543,0.07346
lcl|NC_000019.10_cds_NP_005489.2_97366,lcl|NC_000075.6_cds_NP_033808.2_38476,0.01623,0.7623,0.02129
lcl|NC_000019.10_cds_NP_005490.1_98874,lcl|NC_000073.6_cds_NP_057891.1_30013,0.02876,0.5346,0.0538
lcl|NC_000019.10_cds_NP_005491.1_100839,lcl|NC_000073.6_cds_NP_062722.1_28711,0.032,0.5463,0.05858
lcl|NC_000019.10_cds_NP_005534.2_98242,lcl|NC_000074.6_cds_NP_038592.3_36137,0.2706,0.8894,0.3042
lcl|NC_000019.10_cds_NP_005572.2_100539,lcl|NC_000073.6_cds_NP_065232.1_28971,0.1766,0.7352,0.2402
lcl|NC_000019.10_cds_NP_005574.2_97737,lcl|NC_000074.6_cds_XP_006530807.1_36548,0.1389,0.584,0.2378
lcl|NC_000019.10_cds_NP_005588.2_96478,lcl|NC_000076.6_cds_NP_081032.2_44514,0.01925,0.5218,0.0369
lcl|NC_000019.10_cds_NP_005592.1_101613,lcl|NC_000073.6_cds_NP_077215.2_30227,0.2124,0.586,0.3625
lcl|NC_000019.10_cds_NP_005619.1_100806,lcl|NC_000073.6_cds_NP_033227.2_28734,0.0953,0.6494,0.1467
lcl|NC_000019.10_cds_NP_005753.1_102766,lcl|NC_000073.6_cds_NP_035718.2_28568,0.02458,0.6347,0.03872
lcl|NC_000019.10_cds_NP_005800.3_97682,lcl|NC_000074.6_cds_NP_035693.3_36590,0.04046,0.4851,0.08341
lcl|NC_000019.10_cds_NP_005808.3_96655,lcl|NC_000083.6_cds_NP_080112.1_68322,0.1472,0.8547,0.1723
lcl|NC_000019.10_cds_NP_005849.1_97993,lcl|NC_000083.6_cds_NP_062748.2_66955,0.1155,0.5724,0.2018
lcl|NC_000019.10_cds_NP_005851.1_96083,lcl|NC_000076.6_cds_NP_113557.1_44147,0.08382,0.5975,0.1403
lcl|NC_000019.10_cds_NP_005925.2_96816,lcl|NC_000083.6_cds_NP_071723.1_68426,0.06295,0.5139,0.1225
lcl|NC_000019.10_cds_NP_005959.2_97091,lcl|NC_000083.6_cds_NP_084080.1_67103,0.01089,0.2847,0.03824
lcl|NC_000019.10_cds_NP_005994.2_98702,lcl|NC_000079.6_cds_NP_079986.1_55067,0.06468,0.5463,0.1184
lcl|NC_000019.10_cds_NP_006003.1_96823,lcl|NC_000083.6_cds_NP_059089.1_68428,0.08424,0.7318,0.1151
lcl|NC_000019.10_cds_NP_006105.1_100545,lcl|NC_000073.6_cds_NP_058567.2_28967,0.03093,0.411,0.07526
